"SEMEL_YISHUV","year","alarm","locality","loc","date","distance","alert","month","Pop_Total","district","geometry"
64,2021,1,"יד רמב''ם","ידרמבם",2021-05-11,50.0309547340585,1,5,1139,"HaMerkaz",c(34.9018265, 31.900349)
64,2023,1,"יד רמב''ם","ידרמבם",2023-12-02,50.0309547340585,1,12,NA,"HaMerkaz",c(34.9018265, 31.900349)
64,2023,1,"יד רמב''ם","ידרמבם",2023-11-03,50.0309547340585,1,11,NA,"HaMerkaz",c(34.9018265, 31.900349)
65,2015,1,"מגדל","מגדל",2015-03-11,166.15153881497,1,3,1810,"HaZafon",c(35.495053, 32.8363539)
65,2016,1,"מגדל","מגדל",2016-09-20,166.15153881497,1,9,1880,"HaZafon",c(35.495053, 32.8363539)
65,2017,1,"מגדל","מגדל",2017-07-18,166.15153881497,1,7,1887,"HaZafon",c(35.495053, 32.8363539)
65,2018,1,"מג'דל","מגדל",2018-10-16,166.15153881497,1,10,1941,"HaZafon",c(35.495053, 32.8363539)
65,2019,1,"מגדל","מגדל",2019-05-20,166.15153881497,1,5,1952,"HaZafon",c(35.495053, 32.8363539)
65,2021,1,"מגדל","מגדל",2021-11-03,166.15153881497,1,11,1988,"HaZafon",c(35.495053, 32.8363539)
66,2015,1,"מרחביה מושב","מרחביהמושב",2015-03-11,135.530167595351,1,3,1140,"HaZafon",c(35.3081, 32.6046995)
66,2016,1,"מרחביה מושב","מרחביהמושב",2016-09-20,135.530167595351,1,9,1170,"HaZafon",c(35.3081, 32.6046995)
66,2023,1,"מרחביה מושב","מרחביהמושב",2023-12-02,135.530167595351,1,12,NA,"HaZafon",c(35.3081, 32.6046995)
67,2014,1,"אור הנר","אורהנר",2014-09-18,3.14927729576415,1,9,690,"HaDarom",c(34.6007315, 31.5577976)
67,2014,1,"אור הנר","אורהנר",2014-08-21,3.14927729576415,1,8,690,"HaDarom",c(34.6007315, 31.5577976)
67,2014,1,"אור הנר","אורהנר",2014-07-29,3.14927729576415,1,7,690,"HaDarom",c(34.6007315, 31.5577976)
67,2015,1,"אור הנר","אורהנר",2015-11-17,3.14927729576415,1,11,710,"HaDarom",c(34.6007315, 31.5577976)
67,2016,1,"אור הנר","אורהנר",2016-10-24,3.14927729576415,1,10,720,"HaDarom",c(34.6007315, 31.5577976)
67,2016,1,"אור הנר","אורהנר",2016-09-20,3.14927729576415,1,9,720,"HaDarom",c(34.6007315, 31.5577976)
67,2017,1,"אור הנר","אורהנר",2017-07-12,3.14927729576415,1,7,733,"HaDarom",c(34.6007315, 31.5577976)
67,2017,1,"אור הנר","אורהנר",2017-11-30,3.14927729576415,1,11,733,"HaDarom",c(34.6007315, 31.5577976)
67,2018,1,"אור הנר","אורהנר",2018-05-30,3.14927729576415,1,5,754,"HaDarom",c(34.6007315, 31.5577976)
67,2018,1,"אור הנר","אורהנר",2018-03-25,3.14927729576415,1,3,754,"HaDarom",c(34.6007315, 31.5577976)
67,2018,1,"אור הנר","אורהנר",2018-06-03,3.14927729576415,1,6,754,"HaDarom",c(34.6007315, 31.5577976)
67,2018,1,"אור הנר","אורהנר",2018-07-14,3.14927729576415,1,7,754,"HaDarom",c(34.6007315, 31.5577976)
67,2018,1,"אור הנר","אורהנר",2018-02-17,3.14927729576415,1,2,754,"HaDarom",c(34.6007315, 31.5577976)
67,2018,1,"אור הנר","אורהנר",2018-10-27,3.14927729576415,1,10,754,"HaDarom",c(34.6007315, 31.5577976)
67,2018,1,"אור הנר","אורהנר",2018-11-13,3.14927729576415,1,11,754,"HaDarom",c(34.6007315, 31.5577976)
67,2018,1,"אור הנר","אורהנר",2018-08-09,3.14927729576415,1,8,754,"HaDarom",c(34.6007315, 31.5577976)
67,2019,1,"אור הנר","אורהנר",2019-12-07,3.14927729576415,1,12,769,"HaDarom",c(34.6007315, 31.5577976)
67,2019,1,"אור הנר","אורהנר",2019-11-01,3.14927729576415,1,11,769,"HaDarom",c(34.6007315, 31.5577976)
67,2019,1,"אור הנר","אורהנר",2019-05-04,3.14927729576415,1,5,769,"HaDarom",c(34.6007315, 31.5577976)
67,2019,1,"אור הנר","אורהנר",2019-03-26,3.14927729576415,1,3,769,"HaDarom",c(34.6007315, 31.5577976)
67,2019,1,"אור הנר","אורהנר",2019-08-25,3.14927729576415,1,8,769,"HaDarom",c(34.6007315, 31.5577976)
67,2019,1,"אור הנר","אורהנר",2019-09-06,3.14927729576415,1,9,769,"HaDarom",c(34.6007315, 31.5577976)
67,2020,1,"אור הנר","אורהנר",2020-08-02,3.14927729576415,1,8,789,"HaDarom",c(34.6007315, 31.5577976)
67,2020,1,"אור הנר","אורהנר",2020-01-31,3.14927729576415,1,1,789,"HaDarom",c(34.6007315, 31.5577976)
67,2020,1,"אור הנר","אורהנר",2020-03-27,3.14927729576415,1,3,789,"HaDarom",c(34.6007315, 31.5577976)
67,2021,1,"אור הנר","אורהנר",2021-05-14,3.14927729576415,1,5,809,"HaDarom",c(34.6007315, 31.5577976)
67,2022,1,"אור הנר","אורהנר",2022-08-05,3.14927729576415,1,8,835,"HaDarom",c(34.6007315, 31.5577976)
67,2023,1,"אור הנר","אורהנר",2023-10-07,3.14927729576415,1,10,NA,"HaDarom",c(34.6007315, 31.5577976)
67,2023,1,"אור הנר","אורהנר",2023-11-11,3.14927729576415,1,11,NA,"HaDarom",c(34.6007315, 31.5577976)
67,2023,1,"אור הנר","אורהנר",2023-02-05,3.14927729576415,1,2,NA,"HaDarom",c(34.6007315, 31.5577976)
67,2023,1,"אור הנר","אורהנר",2023-05-12,3.14927729576415,1,5,NA,"HaDarom",c(34.6007315, 31.5577976)
67,2023,1,"אור הנר","אורהנר",2023-12-03,3.14927729576415,1,12,NA,"HaDarom",c(34.6007315, 31.5577976)
69,2014,1,"ניר עוז","נירעוז",2014-08-21,2.29143122595566,1,8,400,"HaDarom",c(34.4019695, 31.312319)
69,2014,1,"ניר עוז","נירעוז",2014-07-29,2.29143122595566,1,7,400,"HaDarom",c(34.4019695, 31.312319)
69,2016,1,"ניר עוז","נירעוז",2016-09-20,2.29143122595566,1,9,400,"HaDarom",c(34.4019695, 31.312319)
69,2017,1,"ניר עוז","נירעוז",2017-03-19,2.29143122595566,1,3,394,"HaDarom",c(34.4019695, 31.312319)
69,2018,1,"ניר עוז","נירעוז",2018-11-13,2.29143122595566,1,11,392,"HaDarom",c(34.4019695, 31.312319)
69,2018,1,"ניר עוז","נירעוז",2018-07-14,2.29143122595566,1,7,392,"HaDarom",c(34.4019695, 31.312319)
69,2018,1,"ניר עוז","נירעוז",2018-05-30,2.29143122595566,1,5,392,"HaDarom",c(34.4019695, 31.312319)
69,2018,1,"ניר עוז","נירעוז",2018-08-09,2.29143122595566,1,8,392,"HaDarom",c(34.4019695, 31.312319)
69,2018,1,"ניר עוז","נירעוז",2018-10-27,2.29143122595566,1,10,392,"HaDarom",c(34.4019695, 31.312319)
69,2019,1,"ניר עוז","נירעוז",2019-03-26,2.29143122595566,1,3,387,"HaDarom",c(34.4019695, 31.312319)
69,2019,1,"ניר עוז","נירעוז",2019-11-13,2.29143122595566,1,11,387,"HaDarom",c(34.4019695, 31.312319)
69,2019,1,"ניר עוז","נירעוז",2019-05-04,2.29143122595566,1,5,387,"HaDarom",c(34.4019695, 31.312319)
69,2021,1,"ניר עוז","נירעוז",2021-05-14,2.29143122595566,1,5,393,"HaDarom",c(34.4019695, 31.312319)
69,2022,1,"ניר עוז","נירעוז",2022-08-07,2.29143122595566,1,8,380,"HaDarom",c(34.4019695, 31.312319)
69,2023,1,"ניר עוז","נירעוז",2023-11-07,2.29143122595566,1,11,NA,"HaDarom",c(34.4019695, 31.312319)
69,2023,1,"ניר עוז","נירעוז",2023-05-11,2.29143122595566,1,5,NA,"HaDarom",c(34.4019695, 31.312319)
69,2023,1,"ניר עוז","נירעוז",2023-01-27,2.29143122595566,1,1,NA,"HaDarom",c(34.4019695, 31.312319)
69,2023,1,"ניר עוז","נירעוז",2023-12-09,2.29143122595566,1,12,NA,"HaDarom",c(34.4019695, 31.312319)
69,2023,1,"ניר עוז","נירעוז",2023-10-07,2.29143122595566,1,10,NA,"HaDarom",c(34.4019695, 31.312319)
70,2014,1,"אשדוד","אשדוד",2014-07-29,22.3596209933048,1,7,217950,"HaDarom",c(34.6581541, 31.8082335)
70,2014,1,"אשדוד","אשדוד",2014-08-01,22.3596209933048,1,8,217950,"HaDarom",c(34.6581541, 31.8082335)
70,2015,1,"אשדוד","אשדוד",2015-09-29,22.3596209933048,1,9,220190,"HaDarom",c(34.6581541, 31.8082335)
70,2015,1,"אשדוד","אשדוד",2015-05-26,22.3596209933048,1,5,220190,"HaDarom",c(34.6581541, 31.8082335)
70,2016,1,"אשדוד","אשדוד",2016-09-20,22.3596209933048,1,9,221630,"HaDarom",c(34.6581541, 31.8082335)
70,2019,1,"אשדוד","אשדוד",2019-09-10,22.3596209933048,1,9,225942,"HaDarom",c(34.6581541, 31.8082335)
70,2019,1,"אשדוד","אשדוד",2019-06-18,22.3596209933048,1,6,225942,"HaDarom",c(34.6581541, 31.8082335)
70,2019,1,"אזור תעשייה עד הלום","אזורתעשייהעדהלום",2019-11-14,22.3596209933048,1,11,225942,"HaDarom",c(34.6631285, 31.7832605)
70,2019,1,"אשדוד","אשדוד",2019-05-04,22.3596209933048,1,5,225942,"HaDarom",c(34.6581541, 31.8082335)
70,2020,1,"אשדוד","אשדוד",2020-11-15,22.3596209933048,1,11,226144,"HaDarom",c(34.6581541, 31.8082335)
70,2020,1,"אשדוד","אשדוד",2020-09-15,22.3596209933048,1,9,226144,"HaDarom",c(34.6581541, 31.8082335)
70,2021,1,"אזור תעשייה עד הלום","אזורתעשייהעדהלום",2021-05-12,22.3596209933048,1,5,225975,"HaDarom",c(34.6631285, 31.7832605)
70,2022,1,"אזור תעשייה עד הלום","אזורתעשייהעדהלום",2022-08-06,22.3596209933048,1,8,226830,"HaDarom",c(34.6631285, 31.7832605)
70,2023,1,"אזור תעשייה עד הלום","אזורתעשייהעדהלום",2023-11-09,22.3596209933048,1,11,NA,"HaDarom",c(34.6631285, 31.7832605)
70,2023,1,"אזור תעשייה עד הלום","אזורתעשייהעדהלום",2023-10-17,22.3596209933048,1,10,NA,"HaDarom",c(34.6631285, 31.7832605)
70,2023,1,"אזור תעשייה עד הלום","אזורתעשייהעדהלום",2023-05-13,22.3596209933048,1,5,NA,"HaDarom",c(34.6631285, 31.7832605)
70,2023,1,"אזור תעשייה עד הלום","אזורתעשייהעדהלום",2023-12-01,22.3596209933048,1,12,NA,"HaDarom",c(34.6631285, 31.7832605)
71,2014,1,"אשבול","אשבול",2014-08-21,12.6897180150073,1,8,460,"HaDarom",c(34.6654445, 31.4473745)
71,2015,1,"אשבול","אשבול",2015-04-23,12.6897180150073,1,4,490,"HaDarom",c(34.6654445, 31.4473745)
71,2016,1,"אשבול","אשבול",2016-09-20,12.6897180150073,1,9,530,"HaDarom",c(34.6654445, 31.4473745)
71,2017,1,"אשבול","אשבול",2017-03-21,12.6897180150073,1,3,562,"HaDarom",c(34.6654445, 31.4473745)
71,2018,1,"אשבול","אשבול",2018-05-30,12.6897180150073,1,5,635,"HaDarom",c(34.6654445, 31.4473745)
71,2018,1,"אשבול","אשבול",2018-07-14,12.6897180150073,1,7,635,"HaDarom",c(34.6654445, 31.4473745)
71,2018,1,"אשבול","אשבול",2018-08-09,12.6897180150073,1,8,635,"HaDarom",c(34.6654445, 31.4473745)
71,2018,1,"אשבול","אשבול",2018-11-12,12.6897180150073,1,11,635,"HaDarom",c(34.6654445, 31.4473745)
71,2019,1,"אשבול","אשבול",2019-11-12,12.6897180150073,1,11,652,"HaDarom",c(34.6654445, 31.4473745)
71,2019,1,"אשבול","אשבול",2019-05-04,12.6897180150073,1,5,652,"HaDarom",c(34.6654445, 31.4473745)
71,2021,1,"אשבול","אשבול",2021-05-12,12.6897180150073,1,5,630,"HaDarom",c(34.6654445, 31.4473745)
71,2022,1,"אשבול","אשבול",2022-08-07,12.6897180150073,1,8,662,"HaDarom",c(34.6654445, 31.4473745)
72,2016,1,"גן שמואל","גןשמואל",2016-06-22,104.12724532114,1,6,880,"Haifa",c(34.95038, 32.454062)
72,2016,1,"גן שמואל","גןשמואל",2016-09-20,104.12724532114,1,9,880,"Haifa",c(34.95038, 32.454062)
72,2019,1,"גן שמואל","גןשמואל",2019-07-31,104.12724532114,1,7,933,"Haifa",c(34.95038, 32.454062)
74,2014,1,"עין הוד","עיןהוד",2014-07-28,130.855452694518,1,7,580,"Haifa",c(34.9821209, 32.6995071)
74,2016,1,"עין הוד","עיןהוד",2016-06-22,130.855452694518,1,6,610,"Haifa",c(34.9821209, 32.6995071)
74,2016,1,"עין הוד","עיןהוד",2016-09-20,130.855452694518,1,9,610,"Haifa",c(34.9821209, 32.6995071)
74,2019,1,"עין הוד","עיןהוד",2019-07-31,130.855452694518,1,7,643,"Haifa",c(34.9821209, 32.6995071)
76,2014,1,"כפר גלעדי","כפרגלעדי",2014-08-25,208.519418507,1,8,650,"HaZafon",c(35.5754526, 33.2421781)
76,2014,1,"כפר גלעדי","כפרגלעדי",2014-09-11,208.519418507,1,9,650,"HaZafon",c(35.5754526, 33.2421781)
76,2016,1,"כפר גלעדי","כפרגלעדי",2016-09-20,208.519418507,1,9,650,"HaZafon",c(35.5754526, 33.2421781)
76,2016,1,"כפר גלעדי","כפרגלעדי",2016-12-06,208.519418507,1,12,650,"HaZafon",c(35.5754526, 33.2421781)
76,2018,1,"כפר גלעדי","כפרגלעדי",2018-02-10,208.519418507,1,2,675,"HaZafon",c(35.5754526, 33.2421781)
76,2019,1,"כפר גלעדי","כפרגלעדי",2019-05-20,208.519418507,1,5,673,"HaZafon",c(35.5754526, 33.2421781)
76,2021,1,"כפר גלעדי ","כפרגלעדי",2021-08-04,208.519418507,1,8,689,"HaZafon",c(35.5754526, 33.2421781)
76,2023,1,"כפר גלעדי","כפרגלעדי",2023-12-16,208.519418507,1,12,NA,"HaZafon",c(35.5754526, 33.2421781)
76,2023,1,"כפר גלעדי","כפרגלעדי",2023-11-21,208.519418507,1,11,NA,"HaZafon",c(35.5754526, 33.2421781)
76,2023,1,"כפר גלעדי","כפרגלעדי",2023-10-12,208.519418507,1,10,NA,"HaZafon",c(35.5754526, 33.2421781)
77,2016,1,"איילת השחר","איילתהשחר",2016-09-20,187.509166981509,1,9,1200,"HaZafon",c(35.5778794, 33.023077)
77,2017,1,"איילת השחר","איילתהשחר",2017-07-18,187.509166981509,1,7,1161,"HaZafon",c(35.5778794, 33.023077)
77,2018,1,"איילת השחר","איילתהשחר",2018-07-23,187.509166981509,1,7,1134,"HaZafon",c(35.5778794, 33.023077)
77,2019,1,"איילת השחר","איילתהשחר",2019-05-20,187.509166981509,1,5,1134,"HaZafon",c(35.5778794, 33.023077)
77,2022,1,"איילת השחר","איילתהשחר",2022-02-18,187.509166981509,1,2,1154,"HaZafon",c(35.5778794, 33.023077)
77,2023,1,"איילת השחר","איילתהשחר",2023-10-29,187.509166981509,1,10,NA,"HaZafon",c(35.5778794, 33.023077)
78,2014,1,"קרית ענבים","קריתענבים",2014-08-19,59.8184923081438,1,8,450,"Jerusalem",c(35.1207425, 31.8090964)
78,2016,1,"קרית ענבים","קריתענבים",2016-07-06,59.8184923081438,1,7,470,"Jerusalem",c(35.1207425, 31.8090964)
78,2016,1,"קרית ענבים","קריתענבים",2016-09-20,59.8184923081438,1,9,470,"Jerusalem",c(35.1207425, 31.8090964)
78,2017,1,"קרית ענבים","קריתענבים",2017-12-05,59.8184923081438,1,12,459,"Jerusalem",c(35.1207425, 31.8090964)
78,2021,1,"קריית ענבים","קרייתענבים",2021-05-10,59.8184923081438,1,5,455,"Jerusalem",c(35.1207425, 31.8090964)
78,2022,1,"קריית ענבים","קרייתענבים",2022-08-07,59.8184923081438,1,8,489,"Jerusalem",c(35.1207425, 31.8090964)
78,2023,1,"קריית ענבים","קרייתענבים",2023-10-07,59.8184923081438,1,10,NA,"Jerusalem",c(35.1207425, 31.8090964)
79,2015,1,"דגניה ב'","דגניהב",2015-03-11,159.283422370587,1,3,640,"HaZafon",c(35.57463, 32.6998335)
79,2016,1,"דגניה ב'","דגניהב",2016-09-20,159.283422370587,1,9,650,"HaZafon",c(35.57463, 32.6998335)
79,2017,1,"דגניה ב'","דגניהב",2017-07-18,159.283422370587,1,7,655,"HaZafon",c(35.57463, 32.6998335)
80,2015,1,"נהלל","נהלל",2015-03-11,136.377516548183,1,3,960,"HaZafon",c(35.198956, 32.6916755)
80,2016,1,"נהלל","נהלל",2016-09-20,136.377516548183,1,9,810,"HaZafon",c(35.198956, 32.6916755)
82,2015,1,"עין חרוד מאוחד","עיןחרודמאוחד",2015-03-11,136.001912444944,1,3,740,"HaZafon",c(35.391689, 32.557856)
82,2016,1,"עין חרוד מאוחד","עיןחרודמאוחד",2016-09-20,136.001912444944,1,9,740,"HaZafon",c(35.391689, 32.557856)
84,2015,1,"תל יוסף","תליוסף",2015-03-11,136.375925711462,1,3,540,"HaZafon",c(35.398222, 32.555386)
84,2016,1,"תל יוסף","תליוסף",2016-09-20,136.375925711462,1,9,550,"HaZafon",c(35.398222, 32.555386)
85,2015,1,"כפר יחזקאל","כפריחזקאל",2015-03-11,134.417211579985,1,3,1150,"HaZafon",c(35.3595726, 32.5668535)
85,2016,1,"כפר יחזקאל","כפריחזקאל",2016-09-20,134.417211579985,1,9,1140,"HaZafon",c(35.3595726, 32.5668535)
85,2023,1,"כפר יחזקאל","כפריחזקאל",2023-12-02,134.417211579985,1,12,NA,"HaZafon",c(35.3595726, 32.5668535)
86,2015,1,"גבע","גבע",2015-03-11,135.699084737101,1,3,630,"HaZafon",c(35.3733486, 32.566335)
86,2016,1,"גבע","גבע",2016-09-20,135.699084737101,1,9,630,"HaZafon",c(35.3733486, 32.566335)
86,2023,1,"קבוצת גבע","קבוצתגבע",2023-12-02,135.699084737101,1,12,NA,"HaZafon",c(35.3733486, 32.566335)
88,2014,1,"כרם בן שמן","כרםבןשמן",2014-07-29,57.3546595487862,1,7,80,"HaMerkaz",c(34.9339324, 31.9586779)
88,2014,1,"כרם בן שמן","כרםבןשמן",2014-08-01,57.3546595487862,1,8,80,"HaMerkaz",c(34.9339324, 31.9586779)
88,2015,1,"כרם בן שמן","כרםבןשמן",2015-03-23,57.3546595487862,1,3,80,"HaMerkaz",c(34.9339324, 31.9586779)
88,2016,1,"כרם בן שמן","כרםבןשמן",2016-09-20,57.3546595487862,1,9,90,"HaMerkaz",c(34.9339324, 31.9586779)
90,2015,1,"חפצי בה","חפציבה",2015-03-11,134.858741544905,1,3,540,"HaZafon",c(35.425948, 32.518864)
90,2016,1,"חפצי בה","חפציבה",2016-09-20,134.858741544905,1,9,650,"HaZafon",c(35.425948, 32.518864)
90,2018,1,"חפצי בה","חפציבה",2018-02-10,134.858741544905,1,2,742,"HaZafon",c(35.425948, 32.518864)
92,2015,1,"גיניגר","גיניגר",2015-03-11,138.547235429307,1,3,660,"HaZafon",c(35.2578845, 32.664113)
92,2016,1,"גיניגר","גיניגר",2016-09-20,138.547235429307,1,9,670,"HaZafon",c(35.2578845, 32.664113)
92,2023,1,"גניגר","גניגר",2023-12-02,138.547235429307,1,12,NA,"HaZafon",c(35.2578845, 32.664113)
94,2015,1,"בלפוריה","בלפוריה",2015-03-11,136.960068740042,1,3,440,"HaZafon",c(35.2966354, 32.6298995)
94,2016,1,"בלפוריה","בלפוריה",2016-09-20,136.960068740042,1,9,440,"HaZafon",c(35.2966354, 32.6298995)
94,2023,1,"בלפוריה","בלפוריה",2023-12-02,136.960068740042,1,12,NA,"HaZafon",c(35.2966354, 32.6298995)
95,2015,1,"בית אלפא","ביתאלפא",2015-03-11,134.935970959109,1,3,860,"HaZafon",c(35.4320531, 32.5169685)
95,2016,1,"בית אלפא","ביתאלפא",2016-09-20,134.935970959109,1,9,740,"HaZafon",c(35.4320531, 32.5169685)
95,2018,1,"בית אלפא","ביתאלפא",2018-02-10,134.935970959109,1,2,691,"HaZafon",c(35.4320531, 32.5169685)
96,2016,1,"יגור","יגור",2016-09-20,138.309995369084,1,9,1570,"Haifa",c(35.076898, 32.7415995)
96,2018,1,"יגור","יגור",2018-09-05,138.309995369084,1,9,1603,"Haifa",c(35.076898, 32.7415995)
98,2014,1,"כפר מל""ל","כפרמלל",2014-08-02,73.4987979920802,1,8,340,"HaMerkaz",c(34.8943739, 32.1676809)
98,2016,1,"כפר מל""ל","כפרמלל",2016-12-20,73.4987979920802,1,12,310,"HaMerkaz",c(34.8943739, 32.1676809)
98,2016,1,"כפר מל""ל","כפרמלל",2016-09-20,73.4987979920802,1,9,310,"HaMerkaz",c(34.8943739, 32.1676809)
98,2018,1,"כפר מל""ל","כפרמלל",2018-12-26,73.4987979920802,1,12,328,"HaMerkaz",c(34.8943739, 32.1676809)
98,2021,1,"כפר מל''ל","כפרמלל",2021-05-11,73.4987979920802,1,5,324,"HaMerkaz",c(34.8943739, 32.1676809)
98,2023,1,"כפר מל''ל","כפרמלל",2023-10-29,73.4987979920802,1,10,NA,"HaMerkaz",c(34.8943739, 32.1676809)
98,2023,1,"כפר מל''ל","כפרמלל",2023-11-20,73.4987979920802,1,11,NA,"HaMerkaz",c(34.8943739, 32.1676809)
99,2016,1,"מצפה רמון","מצפהרמון",2016-09-20,78.6013211603057,1,9,5120,"HaDarom",c(34.81849, 30.621129)
99,2017,1,"מצפה רמון","מצפהרמון",2017-03-21,78.6013211603057,1,3,5240,"HaDarom",c(34.81849, 30.621129)
99,2018,1,"רמון","רמון",2018-10-16,78.6013211603057,1,10,5220,"HaDarom",c(34.8009348, 30.6108887)
102,2014,1,"מאיר שפיה","מאירשפיה",2014-07-28,118.860460559493,1,7,300,"Haifa",c(34.9710703, 32.5912213)
102,2019,1,"מאיר שפיה","מאירשפיה",2019-07-31,118.860460559493,1,7,297,"Haifa",c(34.9710703, 32.5912213)
103,2015,1,"תל עדשים","תלעדשים",2015-03-11,139.22338855956,1,3,1420,"HaZafon",c(35.3039544, 32.6565105)
103,2016,1,"תל עדשים","תלעדשים",2016-09-20,139.22338855956,1,9,1460,"HaZafon",c(35.3039544, 32.6565105)
103,2023,1,"תל עדשים","תלעדשים",2023-12-02,139.22338855956,1,12,NA,"HaZafon",c(35.3039544, 32.6565105)
104,2015,1,"מזרע","מזרע",2015-03-11,138.563843113626,1,3,610,"HaZafon",c(35.285987, 32.65049)
104,2016,1,"מזרע","מזרע",2016-09-20,138.563843113626,1,9,700,"HaZafon",c(35.285987, 32.65049)
104,2023,1,"מזרע","מזרע",2023-12-02,138.563843113626,1,12,NA,"HaZafon",c(35.285987, 32.65049)
106,2015,1,"כפר גדעון","כפרגדעון",2015-03-11,138.279647843538,1,3,330,"HaZafon",c(35.2910261, 32.6438401)
106,2016,1,"כפר גדעון","כפרגדעון",2016-09-20,138.279647843538,1,9,360,"HaZafon",c(35.2910261, 32.6438401)
106,2023,1,"כפר גדעון","כפרגדעון",2023-12-02,138.279647843538,1,12,NA,"HaZafon",c(35.2910261, 32.6438401)
107,2014,1,"כפר סילבר","כפרסילבר",2014-07-31,13.518472649831,1,7,220,"HaDarom",c(34.612311, 31.6756685)
107,2014,1,"כפר סילבר","כפרסילבר",2014-08-01,13.518472649831,1,8,220,"HaDarom",c(34.612311, 31.6756685)
107,2015,1,"כפר סילבר","כפרסילבר",2015-06-03,13.518472649831,1,6,230,"HaDarom",c(34.612311, 31.6756685)
107,2015,1,"כפר סילבר","כפרסילבר",2015-05-26,13.518472649831,1,5,230,"HaDarom",c(34.612311, 31.6756685)
