date,Value,District,Keyword,Timeframe
2015-09-27,0,Center District,terrorism,2014-2016
2015-10-04,0,Center District,terrorism,2014-2016
2015-10-11,0,Center District,terrorism,2014-2016
2015-10-18,0,Center District,terrorism,2014-2016
2015-10-25,0,Center District,terrorism,2014-2016
2015-11-01,0,Center District,terrorism,2014-2016
2015-11-08,0,Center District,terrorism,2014-2016
2015-11-15,0,Center District,terrorism,2014-2016
2015-11-22,0,Center District,terrorism,2014-2016
2015-11-29,0,Center District,terrorism,2014-2016
2015-12-06,0,Center District,terrorism,2014-2016
2015-12-13,0,Center District,terrorism,2014-2016
2015-12-20,0,Center District,terrorism,2014-2016
2015-12-27,0,Center District,terrorism,2014-2016
2016-01-03,0,Center District,terrorism,2014-2016
2016-01-10,0,Center District,terrorism,2014-2016
2016-01-17,0,Center District,terrorism,2014-2016
2016-01-24,0,Center District,terrorism,2014-2016
2016-01-31,0,Center District,terrorism,2014-2016
2016-02-07,0,Center District,terrorism,2014-2016
2016-02-14,0,Center District,terrorism,2014-2016
2016-02-21,0,Center District,terrorism,2014-2016
2016-02-28,0,Center District,terrorism,2014-2016
2016-03-06,0,Center District,terrorism,2014-2016
2016-03-13,0,Center District,terrorism,2014-2016
2016-03-20,0,Center District,terrorism,2014-2016
2016-03-27,0,Center District,terrorism,2014-2016
2016-04-03,0,Center District,terrorism,2014-2016
2016-04-10,0,Center District,terrorism,2014-2016
2016-04-17,0,Center District,terrorism,2014-2016
2016-04-24,0,Center District,terrorism,2014-2016
2016-05-01,0,Center District,terrorism,2014-2016
2016-05-08,0,Center District,terrorism,2014-2016
2016-05-15,0,Center District,terrorism,2014-2016
2016-05-22,0,Center District,terrorism,2014-2016
2016-05-29,0,Center District,terrorism,2014-2016
2016-06-05,0,Center District,terrorism,2014-2016
2016-06-12,0,Center District,terrorism,2014-2016
2016-06-19,0,Center District,terrorism,2014-2016
2016-06-26,0,Center District,terrorism,2014-2016
2016-07-03,0,Center District,terrorism,2014-2016
2016-07-10,0,Center District,terrorism,2014-2016
2016-07-17,100,Center District,terrorism,2014-2016
2016-07-24,0,Center District,terrorism,2014-2016
2016-07-31,0,Center District,terrorism,2014-2016
2016-08-07,0,Center District,terrorism,2014-2016
2016-08-14,0,Center District,terrorism,2014-2016
2016-08-21,0,Center District,terrorism,2014-2016
2016-08-28,0,Center District,terrorism,2014-2016
2016-09-04,0,Center District,terrorism,2014-2016
2016-09-11,0,Center District,terrorism,2014-2016
2016-09-18,0,Center District,terrorism,2014-2016
2016-09-25,0,Center District,terrorism,2014-2016
2016-10-02,0,Center District,terrorism,2014-2016
2016-10-09,0,Center District,terrorism,2014-2016
2016-10-16,0,Center District,terrorism,2014-2016
2016-10-23,0,Center District,terrorism,2014-2016
2016-10-30,0,Center District,terrorism,2014-2016
2016-11-06,0,Center District,terrorism,2014-2016
2016-11-13,0,Center District,terrorism,2014-2016
2016-11-20,0,Center District,terrorism,2014-2016
2016-11-27,0,Center District,terrorism,2014-2016
2016-12-04,0,Center District,terrorism,2014-2016
2016-12-11,0,Center District,terrorism,2014-2016
2016-12-18,0,Center District,terrorism,2014-2016
2016-12-25,0,Center District,terrorism,2014-2016
2019-12-29,0,Center District,terrorism,2020-2022
2020-01-05,0,Center District,terrorism,2020-2022
2020-01-12,0,Center District,terrorism,2020-2022
2020-01-19,0,Center District,terrorism,2020-2022
2020-01-26,0,Center District,terrorism,2020-2022
2020-02-02,0,Center District,terrorism,2020-2022
2020-02-09,0,Center District,terrorism,2020-2022
2020-02-16,78,Center District,terrorism,2020-2022
2020-02-23,0,Center District,terrorism,2020-2022
2020-03-01,0,Center District,terrorism,2020-2022
2020-03-08,0,Center District,terrorism,2020-2022
2020-03-15,0,Center District,terrorism,2020-2022
2020-03-22,0,Center District,terrorism,2020-2022
2020-03-29,0,Center District,terrorism,2020-2022
2020-04-05,0,Center District,terrorism,2020-2022
2020-04-12,0,Center District,terrorism,2020-2022
2020-04-19,0,Center District,terrorism,2020-2022
2020-04-26,0,Center District,terrorism,2020-2022
2020-05-03,0,Center District,terrorism,2020-2022
2020-05-10,0,Center District,terrorism,2020-2022
2020-05-17,0,Center District,terrorism,2020-2022
2020-05-24,0,Center District,terrorism,2020-2022
2020-05-31,0,Center District,terrorism,2020-2022
2020-06-07,0,Center District,terrorism,2020-2022
2020-06-14,100,Center District,terrorism,2020-2022
2020-06-21,0,Center District,terrorism,2020-2022
2020-06-28,0,Center District,terrorism,2020-2022
2020-07-05,0,Center District,terrorism,2020-2022
2020-07-12,0,Center District,terrorism,2020-2022
2020-07-19,0,Center District,terrorism,2020-2022
2020-07-26,0,Center District,terrorism,2020-2022
2020-08-02,0,Center District,terrorism,2020-2022
2020-08-09,0,Center District,terrorism,2020-2022
2020-08-16,0,Center District,terrorism,2020-2022
2020-08-23,0,Center District,terrorism,2020-2022
2020-08-30,0,Center District,terrorism,2020-2022
2020-09-06,0,Center District,terrorism,2020-2022
2020-09-13,0,Center District,terrorism,2020-2022
2020-09-20,0,Center District,terrorism,2020-2022
2020-09-27,0,Center District,terrorism,2020-2022
2020-10-04,0,Center District,terrorism,2020-2022
2020-10-11,0,Center District,terrorism,2020-2022
2020-10-18,0,Center District,terrorism,2020-2022
2020-10-25,0,Center District,terrorism,2020-2022
2020-11-01,0,Center District,terrorism,2020-2022
2020-11-08,0,Center District,terrorism,2020-2022
2020-11-15,0,Center District,terrorism,2020-2022
2020-11-22,0,Center District,terrorism,2020-2022
2020-11-29,0,Center District,terrorism,2020-2022
2020-12-06,0,Center District,terrorism,2020-2022
2020-12-13,0,Center District,terrorism,2020-2022
2020-12-20,0,Center District,terrorism,2020-2022
2020-12-27,0,Center District,terrorism,2020-2022
2021-01-03,0,Center District,terrorism,2020-2022
2021-01-10,0,Center District,terrorism,2020-2022
2021-01-17,0,Center District,terrorism,2020-2022
2021-01-24,0,Center District,terrorism,2020-2022
2021-01-31,0,Center District,terrorism,2020-2022
2021-02-07,0,Center District,terrorism,2020-2022
2021-02-14,0,Center District,terrorism,2020-2022
2021-02-21,0,Center District,terrorism,2020-2022
2021-02-28,0,Center District,terrorism,2020-2022
2021-03-07,0,Center District,terrorism,2020-2022
2021-03-14,0,Center District,terrorism,2020-2022
2021-03-21,0,Center District,terrorism,2020-2022
2021-03-28,0,Center District,terrorism,2020-2022
2021-04-04,0,Center District,terrorism,2020-2022
2021-04-11,0,Center District,terrorism,2020-2022
2021-04-18,0,Center District,terrorism,2020-2022
2021-04-25,0,Center District,terrorism,2020-2022
2021-05-02,0,Center District,terrorism,2020-2022
2021-05-09,0,Center District,terrorism,2020-2022
2021-05-16,0,Center District,terrorism,2020-2022
2021-05-23,0,Center District,terrorism,2020-2022
2021-05-30,0,Center District,terrorism,2020-2022
2021-06-06,0,Center District,terrorism,2020-2022
2021-06-13,0,Center District,terrorism,2020-2022
2021-06-20,0,Center District,terrorism,2020-2022
2021-06-27,0,Center District,terrorism,2020-2022
2021-07-04,0,Center District,terrorism,2020-2022
2021-07-11,0,Center District,terrorism,2020-2022
2021-07-18,0,Center District,terrorism,2020-2022
2021-07-25,0,Center District,terrorism,2020-2022
2021-08-01,0,Center District,terrorism,2020-2022
2021-08-08,0,Center District,terrorism,2020-2022
2021-08-15,0,Center District,terrorism,2020-2022
2021-08-22,0,Center District,terrorism,2020-2022
2021-08-29,0,Center District,terrorism,2020-2022
2021-09-05,0,Center District,terrorism,2020-2022
2021-09-12,0,Center District,terrorism,2020-2022
2021-09-19,0,Center District,terrorism,2020-2022
2021-09-26,0,Center District,terrorism,2020-2022
2021-10-03,0,Center District,terrorism,2020-2022
2021-10-10,0,Center District,terrorism,2020-2022
2021-10-17,0,Center District,terrorism,2020-2022
2021-10-24,0,Center District,terrorism,2020-2022
2021-10-31,0,Center District,terrorism,2020-2022
2021-11-07,0,Center District,terrorism,2020-2022
2021-11-14,0,Center District,terrorism,2020-2022
2021-11-21,0,Center District,terrorism,2020-2022
2021-11-28,0,Center District,terrorism,2020-2022
2021-12-05,0,Center District,terrorism,2020-2022
2021-12-12,0,Center District,terrorism,2020-2022
2021-12-19,0,Center District,terrorism,2020-2022
2021-12-26,0,Center District,terrorism,2020-2022
2022-01-02,0,Center District,terrorism,2020-2022
2022-01-09,0,Center District,terrorism,2020-2022
2022-01-16,0,Center District,terrorism,2020-2022
2022-01-23,0,Center District,terrorism,2020-2022
2022-01-30,0,Center District,terrorism,2020-2022
2022-02-06,0,Center District,terrorism,2020-2022
2022-02-13,0,Center District,terrorism,2020-2022
2022-02-20,0,Center District,terrorism,2020-2022
2022-02-27,0,Center District,terrorism,2020-2022
2022-03-06,0,Center District,terrorism,2020-2022
2022-03-13,0,Center District,terrorism,2020-2022
2022-03-20,0,Center District,terrorism,2020-2022
2022-03-27,0,Center District,terrorism,2020-2022
2022-04-03,0,Center District,terrorism,2020-2022
2022-04-10,0,Center District,terrorism,2020-2022
2022-04-17,0,Center District,terrorism,2020-2022
2022-04-24,0,Center District,terrorism,2020-2022
2022-05-01,0,Center District,terrorism,2020-2022
2022-05-08,0,Center District,terrorism,2020-2022
2022-05-15,0,Center District,terrorism,2020-2022
2022-05-22,0,Center District,terrorism,2020-2022
2022-05-29,0,Center District,terrorism,2020-2022
2022-06-05,0,Center District,terrorism,2020-2022
2022-06-12,0,Center District,terrorism,2020-2022
2022-06-19,0,Center District,terrorism,2020-2022
2022-06-26,0,Center District,terrorism,2020-2022
2022-07-03,0,Center District,terrorism,2020-2022
2022-07-10,0,Center District,terrorism,2020-2022
2022-07-17,0,Center District,terrorism,2020-2022
2022-07-24,0,Center District,terrorism,2020-2022
2022-07-31,0,Center District,terrorism,2020-2022
2022-08-07,0,Center District,terrorism,2020-2022
2022-08-14,0,Center District,terrorism,2020-2022
2022-08-21,0,Center District,terrorism,2020-2022
2022-08-28,0,Center District,terrorism,2020-2022
2022-09-04,0,Center District,terrorism,2020-2022
2022-09-11,0,Center District,terrorism,2020-2022
2022-09-18,0,Center District,terrorism,2020-2022
2022-09-25,0,Center District,terrorism,2020-2022
2022-10-02,0,Center District,terrorism,2020-2022
2022-10-09,0,Center District,terrorism,2020-2022
2022-10-16,0,Center District,terrorism,2020-2022
2022-10-23,0,Center District,terrorism,2020-2022
2022-10-30,0,Center District,terrorism,2020-2022
2022-11-06,0,Center District,terrorism,2020-2022
2022-11-13,62,Center District,terrorism,2020-2022
2022-11-20,0,Center District,terrorism,2020-2022
2022-11-27,0,Center District,terrorism,2020-2022
2022-12-04,0,Center District,terrorism,2020-2022
2022-12-11,0,Center District,terrorism,2020-2022
2022-12-18,0,Center District,terrorism,2020-2022
2022-12-25,0,Center District,terrorism,2020-2022
2013-12-29,0,Center District,siren,2014-2016
2014-01-05,0,Center District,siren,2014-2016
2014-01-12,0,Center District,siren,2014-2016
2014-01-19,0,Center District,siren,2014-2016
2014-01-26,0,Center District,siren,2014-2016
2014-02-02,0,Center District,siren,2014-2016
2014-02-09,0,Center District,siren,2014-2016
2014-02-16,0,Center District,siren,2014-2016
2014-02-23,0,Center District,siren,2014-2016
2014-03-02,0,Center District,siren,2014-2016
2014-03-09,0,Center District,siren,2014-2016
2014-03-16,0,Center District,siren,2014-2016
2014-03-23,0,Center District,siren,2014-2016
2014-03-30,0,Center District,siren,2014-2016
2014-04-06,0,Center District,siren,2014-2016
2014-04-13,0,Center District,siren,2014-2016
2014-04-20,0,Center District,siren,2014-2016
2014-04-27,0,Center District,siren,2014-2016
2014-05-04,0,Center District,siren,2014-2016
2014-05-11,0,Center District,siren,2014-2016
2014-05-18,0,Center District,siren,2014-2016
2014-05-25,0,Center District,siren,2014-2016
2014-06-01,0,Center District,siren,2014-2016
2014-06-08,0,Center District,siren,2014-2016
2014-06-15,0,Center District,siren,2014-2016
2014-06-22,0,Center District,siren,2014-2016
2014-06-29,0,Center District,siren,2014-2016
2014-07-06,0,Center District,siren,2014-2016
2014-07-13,0,Center District,siren,2014-2016
2014-07-20,0,Center District,siren,2014-2016
2014-07-27,0,Center District,siren,2014-2016
2014-08-03,0,Center District,siren,2014-2016
2014-08-10,0,Center District,siren,2014-2016
2014-08-17,0,Center District,siren,2014-2016
2014-08-24,0,Center District,siren,2014-2016
2014-08-31,0,Center District,siren,2014-2016
2014-09-07,0,Center District,siren,2014-2016
2014-09-14,0,Center District,siren,2014-2016
2014-09-21,0,Center District,siren,2014-2016
2014-09-28,0,Center District,siren,2014-2016
2014-10-05,0,Center District,siren,2014-2016
2014-10-12,0,Center District,siren,2014-2016
2014-10-19,0,Center District,siren,2014-2016
2014-10-26,0,Center District,siren,2014-2016
2014-11-02,0,Center District,siren,2014-2016
2014-11-09,0,Center District,siren,2014-2016
2014-11-16,0,Center District,siren,2014-2016
2014-11-23,0,Center District,siren,2014-2016
2014-11-30,0,Center District,siren,2014-2016
2014-12-07,0,Center District,siren,2014-2016
2014-12-14,0,Center District,siren,2014-2016
2014-12-21,0,Center District,siren,2014-2016
2014-12-28,0,Center District,siren,2014-2016
2015-01-04,0,Center District,siren,2014-2016
2015-01-11,0,Center District,siren,2014-2016
2015-01-18,0,Center District,siren,2014-2016
2015-01-25,0,Center District,siren,2014-2016
2015-02-01,0,Center District,siren,2014-2016
2015-02-08,0,Center District,siren,2014-2016
2015-02-15,0,Center District,siren,2014-2016
2015-02-22,0,Center District,siren,2014-2016
2015-03-01,0,Center District,siren,2014-2016
2015-03-08,0,Center District,siren,2014-2016
2015-03-15,0,Center District,siren,2014-2016
2015-03-22,0,Center District,siren,2014-2016
2015-03-29,0,Center District,siren,2014-2016
2015-04-05,0,Center District,siren,2014-2016
2015-04-12,0,Center District,siren,2014-2016
2015-04-19,0,Center District,siren,2014-2016
2015-04-26,0,Center District,siren,2014-2016
2015-05-03,0,Center District,siren,2014-2016
2015-05-10,0,Center District,siren,2014-2016
2015-05-17,0,Center District,siren,2014-2016
2015-05-24,0,Center District,siren,2014-2016
2015-05-31,0,Center District,siren,2014-2016
2015-06-07,0,Center District,siren,2014-2016
2015-06-14,0,Center District,siren,2014-2016
2015-06-21,0,Center District,siren,2014-2016
2015-06-28,0,Center District,siren,2014-2016
2015-07-05,0,Center District,siren,2014-2016
2015-07-12,0,Center District,siren,2014-2016
2015-07-19,0,Center District,siren,2014-2016
2015-07-26,0,Center District,siren,2014-2016
2015-08-02,0,Center District,siren,2014-2016
2015-08-09,0,Center District,siren,2014-2016
2015-08-16,0,Center District,siren,2014-2016
2015-08-23,0,Center District,siren,2014-2016
2015-08-30,0,Center District,siren,2014-2016
2015-09-06,0,Center District,siren,2014-2016
2015-09-13,0,Center District,siren,2014-2016
2015-09-20,0,Center District,siren,2014-2016
2015-09-27,0,Center District,siren,2014-2016
2015-10-04,0,Center District,siren,2014-2016
2015-10-11,0,Center District,siren,2014-2016
2015-10-18,0,Center District,siren,2014-2016
2015-10-25,0,Center District,siren,2014-2016
2015-11-01,0,Center District,siren,2014-2016
2015-11-08,0,Center District,siren,2014-2016
2015-11-15,0,Center District,siren,2014-2016
2015-11-22,0,Center District,siren,2014-2016
2015-11-29,0,Center District,siren,2014-2016
2015-12-06,0,Center District,siren,2014-2016
2015-12-13,0,Center District,siren,2014-2016
2015-12-20,0,Center District,siren,2014-2016
2015-12-27,0,Center District,siren,2014-2016
2016-01-03,0,Center District,siren,2014-2016
2016-01-10,0,Center District,siren,2014-2016
2016-01-17,0,Center District,siren,2014-2016
2016-01-24,0,Center District,siren,2014-2016
2016-01-31,0,Center District,siren,2014-2016
2016-02-07,0,Center District,siren,2014-2016
2016-02-14,0,Center District,siren,2014-2016
2016-02-21,0,Center District,siren,2014-2016
2016-02-28,0,Center District,siren,2014-2016
2016-03-06,0,Center District,siren,2014-2016
2016-03-13,0,Center District,siren,2014-2016
2016-03-20,0,Center District,siren,2014-2016
2016-03-27,0,Center District,siren,2014-2016
2016-04-03,0,Center District,siren,2014-2016
2016-04-10,0,Center District,siren,2014-2016
2016-04-17,0,Center District,siren,2014-2016
2016-04-24,0,Center District,siren,2014-2016
2016-05-01,0,Center District,siren,2014-2016
2016-05-08,0,Center District,siren,2014-2016
2016-05-15,0,Center District,siren,2014-2016
2016-05-22,0,Center District,siren,2014-2016
2016-05-29,0,Center District,siren,2014-2016
2016-06-05,0,Center District,siren,2014-2016
2016-06-12,0,Center District,siren,2014-2016
2016-06-19,0,Center District,siren,2014-2016
2016-06-26,0,Center District,siren,2014-2016
2016-07-03,0,Center District,siren,2014-2016
2016-07-10,0,Center District,siren,2014-2016
2016-07-17,0,Center District,siren,2014-2016
2016-07-24,0,Center District,siren,2014-2016
2016-07-31,0,Center District,siren,2014-2016
2016-08-07,0,Center District,siren,2014-2016
2016-08-14,0,Center District,siren,2014-2016
2016-08-21,0,Center District,siren,2014-2016
2016-08-28,0,Center District,siren,2014-2016
2016-09-04,0,Center District,siren,2014-2016
