"X","SEMEL_YISHUV","SHEM_YISHUV","SHEM_YISHUV_ENGLISH","Religion_yishuv_Code","Religion_yishuv_Txt","Pop_Total","Male_Total","Female_Total","age_0_14","age_15_19","age_20_29","age_30_64","age_65_up","year","Shape_Area","density","age_65_up_percentage","sci_index_value","sci_index_cluster","ntl","within_west_bank","intersecting_west_bank","centroid_within_west_bank"
11253,1124,"נאות הכיכר","NE'OT HAKIKKAR",1,"יהודי",434,233,200,95,29,50,165,95,2018,13.3156840461182,32.5931434312245,0.21889400921659,0.924,7,NA,0,0,0
11254,1124,"נאות הכיכר","NE'OT HAKIKKAR",1,"יהודי",447,242,206,94,33,50,169,102,2019,13.3156840461182,33.5694357459847,0.228187919463087,0.924,7,NA,0,0,0
11255,1124,"נאות הכיכר","NE'OT HAKIKKAR",1,"יהודי",444,236,206,94,29,53,164,0,2020,13.3156840461182,33.3441375195016,0,0.924,7,NA,0,0,0
11256,1124,"נאות הכיכר","NE'OT HAKIKKAR",1,"יהודי",410,220,190,90,20,50,180,70,2014,13.3156840461182,30.7907576193596,0.170731707317073,0.924,7,NA,0,0,0
11257,1124,"נאות הכיכר","NE'OT HAKIKKAR",1,"יהודי",400,210,190,80,10,70,190,40,2012,13.3156840461182,30.0397635310825,0.1,0.924,7,NA,0,0,0
11258,1124,"נאות הכיכר","NE'OT HAKIKKAR",1,"יהודי",400,0,0,0,0,0,0,0,2011,13.3156840461182,30.0397635310825,0,0.924,7,NA,0,0,0
11259,1124,"נאות הכיכר","NE'OT HAKIKKAR",1,NA,239,NA,NA,NA,NA,NA,NA,NA,2006,13.3156840461182,17.9487587098218,NA,0.924,7,12.7894736842105,0,0,0
11260,1124,"נאות הכיכר","NE'OT HAKIKKAR",1,"יהודי",400,220,180,90,20,60,190,50,2013,13.3156840461182,30.0397635310825,0.125,0.924,7,15.5263157894737,0,0,0
11261,1124,"נאות הכיכר","NE'OT HAKIKKAR",1,NA,405,NA,NA,NA,NA,NA,NA,NA,2009,13.3156840461182,30.415260575221,NA,0.924,7,16.0588235294118,0,0,0
11262,1124,"נאות הכיכר","NE'OT HAKIKKAR",1,"יהודי",410,220,190,100,10,60,160,80,2016,13.3156840461182,30.7907576193596,0.195121951219512,0.924,7,NA,0,0,0
11263,1124,"נאות הכיכר","NE'OT HAKIKKAR",1,"יהודי",448,245,203,98,28,53,165,0,2022,13.3156840461182,33.6445351548124,0,0.924,7,NA,0,0,0
11264,1124,"נאות הכיכר","NE'OT HAKIKKAR",1,"יהודי",410,220,200,90,30,50,170,80,2015,13.3156840461182,30.7907576193596,0.195121951219512,0.924,7,12.2631578947368,0,0,0
11265,1124,"נאות הכיכר","NE'OT HAKIKKAR",1,"יהודי",400,0,0,0,0,0,0,0,2008,13.3156840461182,30.0397635310825,0,0.924,7,NA,0,0,0
11266,1124,"נאות הכיכר","NE'OT HAKIKKAR",1,"יהודי",421,226,196,97,24,49,161,90,2017,13.3156840461182,31.6168511164643,0.213776722090261,0.924,7,NA,0,0,0
11267,1125,"אלמגור","ALMAGOR",1,"יהודי",300,0,0,0,0,0,0,0,2008,0.57470711854658,522.005018414758,0,1.468,8,NA,0,0,0
11268,1125,"אלמגור","ALMAGOR",1,"יהודי",380,200,180,110,10,20,140,80,2016,0.57470711854658,661.206356658694,0.210526315789474,1.468,8,NA,0,0,0
11269,1125,"אלמגור","ALMAGOR",1,"יהודי",425,221,204,120,38,24,151,90,2022,0.57470711854658,739.507109420907,0.211764705882353,1.468,8,NA,0,0,0
11270,1125,"אלמגור","ALMAGOR",1,NA,224,NA,NA,NA,NA,NA,NA,NA,2006,0.57470711854658,389.763747083019,NA,1.468,8,13,0,0,0
11271,1125,"אלמגור","ALMAGOR",1,"יהודי",350,180,170,100,10,30,140,70,2012,0.57470711854658,609.005854817218,0.2,1.468,8,NA,0,0,0
11272,1125,"אלמגור","ALMAGOR",1,NA,294,NA,NA,NA,NA,NA,NA,NA,2009,0.57470711854658,511.564918046463,NA,1.468,8,16.5,0,0,0
11273,1125,"אלמגור","ALMAGOR",1,"יהודי",417,213,197,118,32,23,0,0,2020,0.57470711854658,725.586975596514,0,1.468,8,NA,0,0,0
11274,1125,"אלמגור","ALMAGOR",1,"יהודי",300,0,0,0,0,0,0,0,2011,0.57470711854658,522.005018414758,0,1.468,8,NA,0,0,0
11275,1125,"אלמגור","ALMAGOR",1,"יהודי",389,196,193,120,21,19,143,84,2018,0.57470711854658,676.866507211137,0.215938303341902,1.468,8,NA,0,0,0
11276,1125,"אלמגור","ALMAGOR",1,"יהודי",418,212,206,126,28,21,155,0,2019,0.57470711854658,727.326992324563,0,1.468,8,NA,0,0,0
11277,1125,"אלמגור","ALMAGOR",1,"יהודי",350,180,170,100,10,20,140,70,2013,0.57470711854658,609.005854817218,0.2,1.468,8,15,0,0,0
11278,1125,"אלמגור","ALMAGOR",1,"יהודי",423,221,203,124,34,24,150,91,2021,0.57470711854658,736.027075964809,0.215130023640662,1.468,8,NA,0,0,0
11279,1125,"אלמגור","ALMAGOR",1,"יהודי",350,180,170,100,10,30,140,70,2015,0.57470711854658,609.005854817218,0.2,1.468,8,20,0,0,0
11280,1125,"אלמגור","ALMAGOR",1,"יהודי",330,170,160,100,10,30,130,70,2014,0.57470711854658,574.205520256234,0.212121212121212,1.468,8,NA,0,0,0
11281,1125,"אלמגור","ALMAGOR",1,"יהודי",383,197,186,119,17,22,144,81,2017,0.57470711854658,666.426406842841,0.211488250652742,1.468,8,NA,0,0,0
11282,1126,"אילות","ELOT",1,"יהודי",330,160,170,60,30,70,150,20,2012,0.659236181199393,500.57932105548,0.0606060606060606,0.412,6,NA,0,0,0
11283,1126,"אילות","ELOT",1,NA,360,NA,NA,NA,NA,NA,NA,NA,2009,0.659236181199393,546.086532060524,NA,0.412,6,58,0,0,0
11284,1126,"אילות","ELOT",1,"יהודי",320,150,170,60,30,50,150,30,2015,0.659236181199393,485.410250720466,0.09375,0.412,6,61,0,0,0
11285,1126,"אילות","ELOT",1,"יהודי",320,150,170,60,30,50,140,40,2016,0.659236181199393,485.410250720466,0.125,0.412,6,NA,0,0,0
11286,1126,"אילות","ELOT",1,"יהודי",318,154,163,72,23,49,127,41,2018,0.659236181199393,482.376436653463,0.128930817610063,0.412,6,NA,0,0,0
11287,1126,"אילות","ELOT",1,"יהודי",340,160,176,82,36,38,129,0,2020,0.659236181199393,515.748391390495,0,0.412,6,NA,0,0,0
11288,1126,"אילות","ELOT",1,"יהודי",315,154,160,71,24,46,124,0,2019,0.659236181199393,477.825715552959,0,0.412,6,NA,0,0,0
11289,1126,"אילות","ELOT",1,"יהודי",362,177,186,96,26,44,136,0,2021,0.659236181199393,549.120346127527,0,0.412,6,NA,0,0,0
11290,1126,"אילות","ELOT",1,"יהודי",320,150,170,60,40,60,140,30,2014,0.659236181199393,485.410250720466,0.09375,0.412,6,NA,0,0,0
11291,1126,"אילות","ELOT",1,"יהודי",350,160,190,70,40,70,140,30,2013,0.659236181199393,530.91746172551,0.0857142857142857,0.412,6,62,0,0,0
11292,1126,"אילות","ELOT",1,"יהודי",400,0,0,0,0,0,0,0,2011,0.659236181199393,606.762813400582,0,0.412,6,NA,0,0,0
11293,1126,"אילות","ELOT",1,"יהודי",400,0,0,0,0,0,0,0,2008,0.659236181199393,606.762813400582,0,0.412,6,NA,0,0,0
11294,1126,"אילות","ELOT",1,"יהודי",322,154,168,69,22,57,133,42,2017,0.659236181199393,488.444064787469,0.130434782608696,0.412,6,NA,0,0,0
11295,1126,"אילות","ELOT",1,NA,259,NA,NA,NA,NA,NA,NA,NA,2006,0.659236181199393,392.878921676877,NA,0.412,6,60,0,0,0
11296,1126,"אילות","ELOT",1,"יהודי",375,183,192,97,17,47,155,0,2022,0.659236181199393,568.840137563046,0,0.412,6,NA,0,0,0
11297,1127,"מעלה גלבוע","MA'ALE GILBOA",1,"יהודי",753,448,305,328,75,99,235,16,2017,0.584090844167271,1289.18302267439,0.0212483399734396,0.161,6,NA,0,1,1
11298,1127,"מעלה גלבוע","MA'ALE GILBOA",1,"יהודי",840,500,340,366,78,109,253,34,2019,0.584090844167271,1438.13245557303,0.0404761904761905,0.161,6,NA,0,1,1
11299,1127,"מעלה גלבוע","MA'ALE GILBOA",1,"יהודי",670,390,280,270,80,90,230,10,2015,0.584090844167271,1147.0818395642,0.0149253731343284,0.161,6,29,0,1,1
11300,1127,"מעלה גלבוע","MA'ALE GILBOA",1,"יהודי",806,481,325,348,113,75,242,28,2018,0.584090844167271,1379.92233237126,0.0347394540942928,0.161,6,NA,0,1,1
11301,1127,"מעלה גלבוע","MA'ALE GILBOA",1,NA,470,NA,NA,NA,NA,NA,NA,NA,2009,0.584090844167271,804.669350142051,NA,0.161,6,16.25,0,1,1
11302,1127,"מעלה גלבוע","MA'ALE GILBOA",1,"יהודי",830,483,346,353,95,82,254,0,2021,0.584090844167271,1421.01183110192,0,0.161,6,NA,0,1,1
11303,1127,"מעלה גלבוע","MA'ALE GILBOA",1,"יהודי",500,0.3,0.2,0.2,0.1,0.1,0.2,0,2011,0.584090844167271,856.031223555374,0,0.161,6,NA,0,1,1
11304,1127,"מעלה גלבוע","MA'ALE GILBOA",1,"יהודי",550,330,220,200,90,90,170,0,2012,0.584090844167271,941.634345910911,0,0.161,6,NA,0,1,1
11305,1127,"מעלה גלבוע","MA'ALE GILBOA",1,"יהודי",843,476,367,355,115,60,267,0,2022,0.584090844167271,1443.26864291436,0,0.161,6,NA,0,1,1
11306,1127,"מעלה גלבוע","MA'ALE GILBOA",1,NA,310,NA,NA,NA,NA,NA,NA,NA,2006,0.584090844167271,530.739358604332,NA,0.161,6,21,0,1,1
11307,1127,"מעלה גלבוע","MA'ALE GILBOA",1,"יהודי",803,464,334,350,109,56,247,0,2020,0.584090844167271,1374.78614502993,0,0.161,6,NA,0,1,1
11308,1127,"מעלה גלבוע","MA'ALE GILBOA",1,"יהודי",620,360,260,240,80,80,210,10,2014,0.584090844167271,1061.47871720866,0.0161290322580645,0.161,6,NA,0,1,1
11309,1127,"מעלה גלבוע","MA'ALE GILBOA",1,"יהודי",760,450,310,310,100,70,240,10,2016,0.584090844167271,1301.16745980417,0.0131578947368421,0.161,6,NA,0,1,1
11310,1127,"מעלה גלבוע","MA'ALE GILBOA",1,"יהודי",500,0,0,0,0,0,0,0,2008,0.584090844167271,856.031223555374,0,0.161,6,NA,0,1,1
11311,1127,"מעלה גלבוע","MA'ALE GILBOA",1,"יהודי",590,350,240,220,70,110,190,0,2013,0.584090844167271,1010.11684379534,0,0.161,6,27,0,1,1
11312,1128,"מי עמי","ME AMMI",1,"יהודי",340,180,160,110,20,30,170,20,2016,0.406536581827511,836.333100631663,0.0588235294117647,1.564,8,NA,0,0,0
11313,1128,"מי עמי","ME AMMI",1,"יהודי",310,160,150,100,20,30,150,0,2012,0.406536581827511,762.539003517105,0,1.564,8,NA,0,0,0
11314,1128,"מי עמי","ME AMMI",1,"יהודי",330,170,160,110,10,30,160,10,2015,0.406536581827511,811.735068260144,0.0303030303030303,1.564,8,57.75,0,0,0
11315,1128,"מי עמי","ME AMMI",1,NA,270,NA,NA,NA,NA,NA,NA,NA,2006,0.406536581827511,664.146874031027,NA,1.564,8,50.75,0,0,0
11316,1128,"מי עמי","ME AMMI",1,"יהודי",300,0,0,0,0,0,0,0,2008,0.406536581827511,737.940971145585,0,1.564,8,NA,0,0,0
11317,1128,"מי עמי","ME AMMI",1,"יהודי",300,0,0,0,0,0,0,0,2011,0.406536581827511,737.940971145585,0,1.564,8,NA,0,0,0
11318,1128,"מי עמי","ME AMMI",1,"יהודי",361,186,175,108,27,25,149,0,2022,0.406536581827511,887.988968611854,0,1.564,8,NA,0,0,0
11319,1128,"מי עמי","ME AMMI",1,"יהודי",362,187,175,123,15,32,153,39,2018,0.406536581827511,890.448771849006,0.107734806629834,1.564,8,NA,0,0,0
11320,1128,"מי עמי","ME AMMI",1,"יהודי",353,180,173,122,13,33,155,31,2017,0.406536581827511,868.310542714639,0.0878186968838527,1.564,8,NA,0,0,0
11321,1128,"מי עמי","ME AMMI",1,"יהודי",320,170,150,110,10,30,160,10,2014,0.406536581827511,787.137035888624,0.03125,1.564,8,NA,0,0,0
11322,1128,"מי עמי","ME AMMI",1,"יהודי",366,188,178,126,17,28,153,0,2019,0.406536581827511,900.287984797614,0,1.564,8,NA,0,0,0
11323,1128,"מי עמי","ME AMMI",1,"יהודי",330,170,160,110,10,30,160,0,2013,0.406536581827511,811.735068260144,0,1.564,8,53.5,0,0,0
11324,1128,"מי עמי","ME AMMI",1,NA,276,NA,NA,NA,NA,NA,NA,NA,2009,0.406536581827511,678.905693453939,NA,1.564,8,51,0,0,0
11325,1128,"מי עמי","ME AMMI",1,"יהודי",363,186,177,114,21,27,152,0,2021,0.406536581827511,892.908575086158,0,1.564,8,NA,0,0,0
11326,1128,"מי עמי","ME AMMI",1,"יהודי",364,190,172,119,19,27,153,0,2020,0.406536581827511,895.36837832331,0,1.564,8,NA,0,0,0
11327,1129,"גרופית","GEROFIT",1,"יהודי",260,130,130,60,20,40,120,20,2015,0.645446536613292,402.821899648327,0.0769230769230769,0.583,7,20,0,0,0
11328,1129,"גרופית","GEROFIT",1,"יהודי",252,129,124,57,11,34,114,0,2021,0.645446536613292,390.427379659148,0,0.583,7,NA,0,0,0
11329,1129,"גרופית","GEROFIT",1,"יהודי",249,123,126,54,10,40,116,0,2019,0.645446536613292,385.779434663206,0,0.583,7,NA,0,0,0
11330,1129,"גרופית","GEROFIT",1,"יהודי",241,125,118,54,11,36,106,0,2020,0.645446536613292,373.384914674026,0,0.583,7,NA,0,0,0
11331,1129,"גרופית","GEROFIT",1,"יהודי",300,0,0,0,0,0,0,0,2008,0.645446536613292,464.794499594224,0,0.583,7,NA,0,0,0
11332,1129,"גרופית","GEROFIT",1,"יהודי",257,126,131,56,17,32,127,25,2017,0.645446536613292,398.173954652385,0.0972762645914397,0.583,7,NA,0,0,0
11333,1129,"גרופית","GEROFIT",1,"יהודי",247,123,123,58,10,34,121,22,2018,0.645446536613292,382.680804665911,0.0890688259109312,0.583,7,NA,0,0,0
11334,1129,"גרופית","GEROFIT",1,NA,343,NA,NA,NA,NA,NA,NA,NA,2006,0.645446536613292,531.415044536063,NA,0.583,7,17,0,0,0
11335,1129,"גרופית","GEROFIT",1,"יהודי",270,130,140,60,20,50,140,10,2013,0.645446536613292,418.315049634801,0.037037037037037,0.583,7,20,0,0,0
11336,1129,"גרופית","GEROFIT",1,"יהודי",265,133,131,65,9,31,120,0,2022,0.645446536613292,410.568474641564,0,0.583,7,NA,0,0,0
11337,1129,"גרופית","GEROFIT",1,"יהודי",300,0,0,0,0,0,0,0,2011,0.645446536613292,464.794499594224,0,0.583,7,NA,0,0,0
11338,1129,"גרופית","GEROFIT",1,"יהודי",240,120,120,50,20,40,120,20,2016,0.645446536613292,371.835599675379,0.0833333333333333,0.583,7,NA,0,0,0
11339,1129,"גרופית","GEROFIT",1,"יהודי",280,140,140,60,20,50,140,0,2012,0.645446536613292,433.808199621276,0,0.583,7,NA,0,0,0
11340,1129,"גרופית","GEROFIT",1,"יהודי",270,130,140,60,20,50,130,10,2014,0.645446536613292,418.315049634801,0.037037037037037,0.583,7,NA,0,0,0
11341,1129,"גרופית","GEROFIT",1,NA,289,NA,NA,NA,NA,NA,NA,NA,2009,0.645446536613292,447.752034609102,NA,0.583,7,17.25,0,0,0
11342,1130,"כפר רוזנואלד (זרעית)","KEFAR ROZENWALD(ZARIT)",1,"יהודי",200,0,0,0,0,0,0,0,2008,2.09387985018484,95.5164643197388,0,0.796,7,NA,0,0,0
11343,1130,"כפר רוזנואלד (זרעית)","KEFAR ROZENWALD(ZARIT)",1,"יהודי",247,125,113,43,18,36,95,0,2020,2.09387985018484,117.962833434877,0,0.796,7,NA,0,0,0
11344,1130,"כפר רוזנואלד (זרעית)","KEFAR ROZENWALD(ZARIT)",1,"יהודי",237,120,117,42,14,41,91,0,2022,2.09387985018484,113.18701021889,0,0.796,7,NA,0,0,0
11345,1130,"כפר רוזנואלד (זרעית)","KEFAR ROZENWALD(ZARIT)",1,"יהודי",240,120,120,60,10,30,100,40,2013,2.09387985018484,114.619757183687,0.166666666666667,0.796,7,25.5,0,0,0
11346,1130,"כפר רוזנואלד (זרעית)","KEFAR ROZENWALD(ZARIT)",1,"יהודי",264,139,125,59,22,34,97,52,2017,2.09387985018484,126.081732902055,0.196969696969697,0.796,7,NA,0,0,0
11347,1130,"כפר רוזנואלד (זרעית)","KEFAR ROZENWALD(ZARIT)",1,"יהודי",237,122,115,41,15,38,92,0,2021,2.09387985018484,113.18701021889,0,0.796,7,NA,0,0,0
11348,1130,"כפר רוזנואלד (זרעית)","KEFAR ROZENWALD(ZARIT)",1,"יהודי",262,134,127,60,18,31,97,53,2018,2.09387985018484,125.126568258858,0.202290076335878,0.796,7,NA,0,0,0
11349,1130,"כפר רוזנואלד (זרעית)","KEFAR ROZENWALD(ZARIT)",1,"יהודי",240,130,120,60,20,20,100,40,2014,2.09387985018484,114.619757183687,0.166666666666667,0.796,7,NA,0,0,0
11350,1130,"כפר רוזנואלד (זרעית)","KEFAR ROZENWALD(ZARIT)",1,"יהודי",243,124,118,44,15,36,93,0,2019,2.09387985018484,116.052504148483,0,0.796,7,NA,0,0,0
11351,1130,"כפר רוזנואלד (זרעית)","KEFAR ROZENWALD(ZARIT)",1,"יהודי",240,120,120,60,10,30,110,40,2012,2.09387985018484,114.619757183687,0.166666666666667,0.796,7,NA,0,0,0
11352,1130,"כפר רוזנואלד (זרעית)","KEFAR ROZENWALD(ZARIT)",1,"יהודי",200,0,0,0,0,0,0,0,2011,2.09387985018484,95.5164643197388,0,0.796,7,NA,0,0,0
11353,1130,"כפר רוזנואלד (זרעית)","KEFAR ROZENWALD(ZARIT)",1,NA,250,NA,NA,NA,NA,NA,NA,NA,2006,2.09387985018484,119.395580399673,NA,0.796,7,26,0,0,0
11354,1130,"כפר רוזנואלד (זרעית)","KEFAR ROZENWALD(ZARIT)",1,"יהודי",250,130,120,60,20,30,100,50,2015,2.09387985018484,119.395580399673,0.2,0.796,7,20,0,0,0
11355,1130,"כפר רוזנואלד (זרעית)","KEFAR ROZENWALD(ZARIT)",1,"יהודי",260,140,120,60,20,30,100,40,2016,2.09387985018484,124.17140361566,0.153846153846154,0.796,7,NA,0,0,0
11356,1130,"כפר רוזנואלד (זרעית)","KEFAR ROZENWALD(ZARIT)",1,NA,243,NA,NA,NA,NA,NA,NA,NA,2009,2.09387985018484,116.052504148483,NA,0.796,7,17.3333333333333,0,0,0
11357,1132,"שניר","SENIR",1,"יהודי",540,290,250,150,30,80,260,10,2013,0.423618838188258,1274.73084603481,0.0185185185185185,1.196,8,22,0,0,0
11358,1132,"שניר","SENIR",1,"יהודי",500,0.3,0.2,0.1,0,0.1,0.2,0,2011,0.423618838188258,1180.30633892112,0,1.196,8,NA,0,0,0
11359,1132,"שניר","SENIR",1,NA,424,NA,NA,NA,NA,NA,NA,NA,2006,0.423618838188258,1000.89977540511,NA,1.196,8,22,0,0,0
11360,1132,"שניר","SENIR",1,"יהודי",540,280,260,150,40,80,240,40,2015,0.423618838188258,1274.73084603481,0.0740740740740741,1.196,8,22,0,0,0
11361,1132,"שניר","SENIR",1,"יהודי",545,279,265,148,47,62,246,42,2017,0.423618838188258,1286.53390942402,0.0770642201834862,1.196,8,NA,0,0,0
11362,1132,"שניר","SENIR",1,"יהודי",500,0,0,0,0,0,0,0,2008,0.423618838188258,1180.30633892112,0,1.196,8,NA,0,0,0
11363,1132,"שניר","SENIR",1,"יהודי",562,289,273,152,47,65,253,44,2018,0.423618838188258,1326.66432494734,0.0782918149466192,1.196,8,NA,0,0,0
11364,1132,"שניר","SENIR",1,"יהודי",641,332,308,175,47,71,289,0,2021,0.423618838188258,1513.15272649687,0,1.196,8,NA,0,0,0
11365,1132,"שניר","SENIR",1,"יהודי",661,341,320,181,46,73,293,0,2022,0.423618838188258,1560.36498005372,0,1.196,8,NA,0,0,0
11366,1132,"שניר","SENIR",1,"יהודי",540,280,260,160,40,70,240,40,2016,0.423618838188258,1274.73084603481,0.0740740740740741,1.196,8,NA,0,0,0
11367,1132,"שניר","SENIR",1,"יהודי",540,290,250,150,30,80,270,10,2012,0.423618838188258,1274.73084603481,0.0185185185185185,1.196,8,NA,0,0,0
11368,1132,"שניר","SENIR",1,"יהודי",540,290,260,160,30,80,250,20,2014,0.423618838188258,1274.73084603481,0.037037037037037,1.196,8,NA,0,0,0
11369,1132,"שניר","SENIR",1,NA,489,NA,NA,NA,NA,NA,NA,NA,2009,0.423618838188258,1154.33959946485,NA,1.196,8,19,0,0,0
11370,1132,"שניר","SENIR",1,"יהודי",610,314,294,169,39,74,277,0,2020,0.423618838188258,1439.97373348376,0,1.196,8,NA,0,0,0
11371,1132,"שניר","SENIR",1,"יהודי",586,304,282,158,51,68,264,0,2019,0.423618838188258,1383.31902921555,0,1.196,8,NA,0,0,0
11372,1133,"ורדון","WARDON",1,"יהודי",250,140,120,60,30,50,120,10,2012,0.102183510695605,2446.57869257131,0.04,0.788,7,NA,0,0,0
11373,1133,"ורדון","WARDON",1,"יהודי",240,130,120,60,20,50,100,10,2014,0.102183510695605,2348.71554486846,0.0416666666666667,0.788,7,NA,0,0,0
11374,1133,"ורדון","WARDON",1,"יהודי",300,0,0,0,0,0,0,0,2008,0.102183510695605,2935.89443108557,0,0.788,7,NA,0,0,0
11375,1133,"ורדון","WARDON",1,"יהודי",294,153,141,75,27,53,128,12,2017,0.102183510695605,2877.17654246386,0.0408163265306122,0.788,7,NA,0,0,0
11376,1133,"ורדון","WARDON",1,"יהודי",300,0,0,0,0,0,0,0,2011,0.102183510695605,2935.89443108557,0,0.788,7,NA,0,0,0
11377,1133,"ורדון","WARDON",1,"יהודי",250,140,120,70,30,40,110,10,2013,0.102183510695605,2446.57869257131,0.04,0.788,7,55.6666666666667,0,0,0
11378,1133,"ורדון","WARDON",1,NA,295,NA,NA,NA,NA,NA,NA,NA,2009,0.102183510695605,2886.96285723415,NA,0.788,7,48,0,0,0
11379,1133,"ורדון","WARDON",1,"יהודי",260,140,120,60,30,50,110,10,2015,0.102183510695605,2544.44184027416,0.0384615384615385,0.788,7,47.6666666666667,0,0,0
11380,1133,"ורדון","WARDON",1,"יהודי",273,135,137,60,25,51,120,0,2020,0.102183510695605,2671.66393228787,0,0.788,7,NA,0,0,0
11381,1133,"ורדון","WARDON",1,"יהודי",290,150,140,80,30,50,120,20,2016,0.102183510695605,2838.03128338272,0.0689655172413793,0.788,7,NA,0,0,0
11382,1133,"ורדון","WARDON",1,"יהודי",264,131,133,60,21,49,117,0,2021,0.102183510695605,2583.5870993553,0,0.788,7,NA,0,0,0
11383,1133,"ורדון","WARDON",1,NA,406,NA,NA,NA,NA,NA,NA,NA,2006,0.102183510695605,3973.24379673581,NA,0.788,7,43.3333333333333,0,0,0
11384,1133,"ורדון","WARDON",1,"יהודי",287,145,142,73,32,46,123,12,2018,0.102183510695605,2808.67233907186,0.0418118466898955,0.788,7,NA,0,0,0
11385,1133,"ורדון","WARDON",1,"יהודי",277,139,137,63,33,43,124,0,2019,0.102183510695605,2710.80919136901,0,0.788,7,NA,0,0,0
11386,1133,"ורדון","WARDON",1,"יהודי",267,135,132,62,19,49,114,0,2022,0.102183510695605,2612.94604366616,0,0.788,7,NA,0,0,0
11387,1134,"יד השמונה","YAD HASHEMONA",1,"יהודי",302,141,161,100,20,38,0,20,2018,0.0551288217328192,5478.07826301163,0.0662251655629139,-0.538,3,NA,0,0,0
11388,1134,"יד השמונה","YAD HASHEMONA",1,"יהודי",120,60,60,30,10,10,40,10,2013,0.0551288217328192,2176.71983960727,0.0833333333333333,-0.538,3,62,0,0,0
11389,1134,"יד השמונה","YAD HASHEMONA",1,"יהודי",294,140,154,82,25,45,0,0,2021,0.0551288217328192,5332.96360703782,0,-0.538,3,NA,0,0,0
11390,1134,"יד השמונה","YAD HASHEMONA",1,"יהודי",100,0,0,0,0,0,0,0,2008,0.0551288217328192,1813.93319967273,0,-0.538,3,NA,0,0,0
11391,1134,"יד השמונה","YAD HASHEMONA",1,"יהודי",307,147,161,89,27,45,0,0,2022,0.0551288217328192,5568.77492299527,0,-0.538,3,NA,0,0,0
11392,1134,"יד השמונה","YAD HASHEMONA",1,"יהודי",130,60,70,40,10,20,50,10,2015,0.0551288217328192,2358.11315957454,0.0769230769230769,-0.538,3,59.5,0,0,0
11393,1134,"יד השמונה","YAD HASHEMONA",1,NA,94,NA,NA,NA,NA,NA,NA,NA,2009,0.0551288217328192,1705.09720769236,NA,-0.538,3,55.5,0,0,0
11394,1134,"יד השמונה","YAD HASHEMONA",1,"יהודי",100,0,0,0,0,0,0,0,2011,0.0551288217328192,1813.93319967273,0,-0.538,3,NA,0,0,0
11395,1134,"יד השמונה","YAD HASHEMONA",1,NA,93,NA,NA,NA,NA,NA,NA,NA,2006,0.0551288217328192,1686.95787569564,NA,-0.538,3,60.5,0,0,0
11396,1134,"יד השמונה","YAD HASHEMONA",1,"יהודי",293,141,139,90,22,42,0,0,2020,0.0551288217328192,5314.82427504109,0,-0.538,3,NA,0,0,0
11397,1134,"יד השמונה","YAD HASHEMONA",1,"יהודי",110,60,60,40,10,20,50,10,2014,0.0551288217328192,1995.32651964,0.0909090909090909,-0.538,3,NA,0,0,0
11398,1134,"יד השמונה","YAD HASHEMONA",1,"יהודי",240,110,130,90,10,30,100,20,2016,0.0551288217328192,4353.43967921454,0.0833333333333333,-0.538,3,NA,0,0,0
11399,1134,"יד השמונה","YAD HASHEMONA",1,"יהודי",280,125,155,101,17,31,110,22,2017,0.0551288217328192,5079.01295908363,0.0785714285714286,-0.538,3,NA,0,0,0
11400,1134,"יד השמונה","YAD HASHEMONA",1,"יהודי",299,145,154,94,18,47,113,0,2019,0.0551288217328192,5423.66026702145,0,-0.538,3,NA,0,0,0
11401,1134,"יד השמונה","YAD HASHEMONA",1,"יהודי",110,60,60,30,10,20,40,0,2012,0.0551288217328192,1995.32651964,0,-0.538,3,NA,0,0,0
